stadium_id,name,aliases,city,state,country,lat,lon,elevation_m,timezone,orientation_deg,orientation_bucket,orientation_src,roof_type,surface,capacity,year_built,avg_wind_static,wind_vol_static,wind_impact_static,weakest_wind_effect,avg_wind_sep,avg_wind_oct,avg_wind_nov,avg_wind_dec,avg_wind_jan,avg_temp_f,wikidata_qid,osm_way_id,cfbd_venue_id,espn_venue_id,nflverse_stadium_id,needs_review,elev_src,latlon_src,review_note
stanford-stadium,Stanford Stadium,,Stanford,CA,US,37.434512,-122.161096,10.3,America/Los_Angeles,138,NW-SE,osm_pitch,open,grass,50424,2006,,High,High,,7.4,7.1,7.8,8.4,4.33,58.95,Q692470,way/175928719,3940,,,0,epqs,osm_pitch,
carrier-dome,Carrier Dome,,Syracuse,NY,US,43.036223,-76.136361,168.7,America/New_York,90.4,E-W,osm_stadium_mrr,dome,turf,49057,1980,,High,,,,,,,,49.96,Q2739617,way/97100885,1964,,,0,epqs,osm_stadium_mrr,
amon-g-carter-stadium,Amon G. Carter Stadium,,Fort Worth,TX,US,32.709646,-97.368104,185,America/Chicago,142.2,NW-SE,osm_pitch,open,grass,46000,1929,,Low,Med,x NW,8.6,9.6,10.3,10.2,9.23,68.25,Q473943,way/618978185,3616,,,0,epqs,osm_pitch,
neyland-stadium,Neyland Stadium,,Knoxville,TN,US,35.954989,-83.924994,262,America/New_York,143.4,NW-SE,osm_pitch,open,grass,102455,1921,,High,Med,E/W,4,4.5,5,5.3,6.01,59.89,Q1984022,way/118937309,3853,,,0,epqs,osm_pitch,
darrell-k-royal-texas-memorial-stadium,Darrell K Royal-Texas Memorial Stadium,,Austin,TX,US,30.283665,-97.732545,160.7,America/Chicago,5,N-S,osm_pitch,open,turf,100119,1924,,Low,Low,all,8.1,9,9.7,9.8,8.11,69.96,Q1166591,way/187012995,3910,,,0,epqs,osm_pitch,
kyle-field,Kyle Field,,College Station,TX,US,30.609883,-96.340382,104.3,America/Chicago,141.6,NW-SE,osm_pitch,open,grass,102733,1927,,Low,Low,x NW,7.2,8.2,8.9,9.1,8.61,69.7,Q945223,way/45830130,3795,,,0,epqs,osm_pitch,
jim-wacker-field-at-bobcat-stadium,Jim Wacker Field at Bobcat Stadium,,San Marcos,TX,US,29.891032,-97.925527,177.6,America/Chicago,171.4,N-S,osm_pitch,open,turf,30000,1981,,Low,Med,E,8.1,8.9,9.6,9.7,7.91,70.15,Q14710340,way/610747956,3644,,,0,epqs,osm_pitch,
jones-att-stadium,Jones AT&T Stadium,,Lubbock,TX,US,33.591097,-101.872917,971.9,America/Chicago,0.1,N-S,osm_pitch,open,turf,60454,1947,,Low,Med,E/W,9.5,10.2,10.6,10.7,9.89,62.91,Q3183551,way/242315852,3784,,,0,epqs,osm_pitch,
glass-bowl,Glass Bowl,,Toledo,OH,US,41.657277,-83.613574,181.7,America/New_York,2.2,N-S,osm_pitch,open,turf,26038,1937,,High,High,E,9.1,10.7,11.9,12.3,9.31,52.34,Q5567033,way/234141571,3739,,,0,epqs,osm_pitch,
veterans-memorial-stadium,Veterans Memorial Stadium,,Troy,AL,US,31.799552,-85.95184,154.6,America/Chicago,178.7,N-S,osm_pitch,open,turf,30000,1950,,Low,High,E,3.7,4.1,4.3,4.4,7.25,65.96,Q7923659,way/194186576,3975,,,0,epqs,osm_pitch,
benson-field-at-yulman-stadium,Benson Field at Yulman Stadium,,New Orleans,LA,US,29.944605,-90.116651,0,America/Chicago,31,NE-SW,osm_stadium_mrr,open,turf,30000,2014,,High,Med,NW,8.6,9.4,10.1,10.6,9.07,70.11,Q8060993,relation/4577032,4729,,,0,epqs,osm_stadium_mrr,
skelly-field-at-h-a-chapman-stadium,Skelly Field at H. A. Chapman Stadium,,Tulsa,OK,US,36.148885,-95.943781,232.5,America/Chicago,0.3,N-S,osm_pitch,open,turf,30000,1930,,Mid,High,E,9,10,10.6,10.2,8.19,61.37,Q3486226,way/189168462,3674,,,0,epqs,osm_pitch,
protective-stadium,Protective Stadium,,Birmingham,AL,US,33.5206824,-86.8024326,185.8,America/Chicago,0,N-S,curated,open,turf,0,2021,,Low,Med,all,3.8,4.2,4.5,4.6,7.86,63.72,,,7221,,,0,epqs,curated,
bright-house-networks-stadium,Bright House Networks Stadium,,Orlando,FL,US,28.608266,-81.192627,20,America/New_York,0,N-S,osm_pitch,open,grass,44206,2007,,High,Med,E/W,7,8,8.4,8.3,7.02,72.19,Q2925356,way/157938236,3652,,,0,epqs,osm_pitch,
rose-bowl,Rose Bowl,,Pasadena,CA,US,34.161324,-118.167634,245,America/Los_Angeles,172.7,N-S,osm_pitch,open,grass,88565,1922,,Low,Med,E,5.4,6.1,7.3,8.3,3.87,62.98,Q582280,way/119369552,1056,,,0,epqs,osm_pitch,
los-angeles-memorial-coliseum,Los Angeles Memorial Coliseum,,Los Angeles,CA,US,34.014045,-118.288055,53.7,America/Los_Angeles,89.9,E-W,osm_pitch,open,grass,77500,1923,,Low,Med,N,5.4,6.2,7.4,8.4,5.26,62.56,Q849784,way/119353446,477,,,0,epqs,osm_pitch,
alamodome,Alamodome,,San Antonio,TX,US,29.416883,-98.478901,201.7,America/Chicago,0.2,N-S,osm_stadium_mrr,dome,turf,36582,1993,,Low,,,,,,,,71.15,Q1618347,way/154823003,3604,,,0,epqs,osm_stadium_mrr,
sun-bowl-stadium,Sun Bowl Stadium,,El Paso,TX,US,31.773335,-106.507964,1183,America/Denver,163.9,N-S,osm_pitch,open,turf,51500,1963,,Low,Med,x N,7.6,8,8.2,8.1,7.04,66.27,Q3503735,way/248915069,3946,,,0,epqs,osm_pitch,
rice-eccles-stadium,Rice-Eccles Stadium,,Salt Lake City,UT,US,40.759975,-111.848847,1411.2,America/Denver,179.9,N-S,osm_pitch,open,turf,51444,1998,,High,Med,E/W,5.9,5.6,5.6,5.4,3.74,50.78,Q922761,way/723550040,587,,,0,epqs,osm_pitch,
romney-stadium,Romney Stadium,,Logan,UT,US,41.751758,-111.811607,1428.3,America/Denver,0.2,N-S,osm_pitch,open,turf,25513,1968,,High,Med,E,5.5,5.5,5.6,5.5,3.01,45.96,Q7363266,way/226181231,3905,,,0,epqs,osm_pitch,
vanderbilt-stadium,Vanderbilt Stadium,,Nashville,TN,US,36.144021,-86.808908,159.9,America/Chicago,9.3,N-S,osm_pitch,open,turf,40351,1922,,Mid,Med,E/W,6,6.9,7.6,8,6.89,60.15,Q3554494,way/185562957,3973,,,0,epqs,osm_pitch,
scott-stadium,Scott Stadium,,Charlottesville,VA,US,38.031102,-78.513709,157.6,America/New_York,138.6,NW-SE,osm_pitch,open,grass,61500,1931,,High,Med,,3.7,4.2,4.5,4.6,5.95,58.23,Q1133538,way/223468515,3923,,,0,epqs,osm_pitch,
lane-stadium,Lane Stadium,,Blacksburg,VA,US,37.220005,-80.418055,625.7,America/New_York,177.7,N-S,osm_pitch,open,grass,65632,1965,,High,Med,x S,3.4,4,4.6,5.1,6.97,54.07,Q3217144,way/33743512,3799,,,0,epqs,osm_pitch,
bbt-field,BB&T Field,,Winston-Salem,NC,US,36.130572,-80.254559,283.6,America/New_York,140,NW-SE,osm_pitch,open,turf,31500,1968,,High,High,E,6.1,6.7,7,7.2,6.28,59.26,Q1028275,way/639697958,3630,,,0,epqs,osm_pitch,
husky-stadium,Husky Stadium,,Seattle,WA,US,47.650311,-122.30161,9.9,America/Los_Angeles,107.9,E-W,osm_pitch,open,turf,70138,1920,,High,Low,x W,3.3,4.1,5.1,5.1,7.48,51.96,Q1136463,way/235758229,3765,,,0,epqs,osm_pitch,
martin-stadium,Martin Stadium,,Pullman,WA,US,46.731829,-117.160439,770.1,America/Los_Angeles,90.1,E-W,osm_pitch,open,turf,32952,1972,,High,High,N,6.3,6.7,7.4,7.2,9.03,49.9,Q2409690,way/39515216,3820,,,0,epqs,osm_pitch,
mountaineer-field-at-milan-puskar-stadium,Mountaineer Field at Milan Puskar Stadium,,Morgantown,WV,US,39.650202,-79.955065,328,America/New_York,152.2,NW-SE,osm_pitch,open,turf,60000,1980,,High,Med,E/W,3.7,4.3,5,5.7,7.35,53.65,Q1179474,way/242314749,3842,,,0,epqs,osm_pitch,
houchens-industries-l-t-smith-stadium,Houchens Industries-L. T. Smith Stadium,,Bowling Green,KY,US,36.984692,-86.459393,152.5,America/Chicago,133.5,NW-SE,osm_pitch,open,turf,22113,1968,,Mid,High,E/W,6,6.8,7.6,8.1,6.87,59.04,Q5912732,way/313576575,3796,,,0,epqs,osm_pitch,
waldo-stadium,Waldo Stadium,,Kalamazoo,MI,US,42.285738,-85.601101,242.7,America/Detroit,46.8,NE-SW,osm_pitch,open,turf,30200,1939,,Mid,High,SW,9.2,10.7,11.7,12,8.03,50.43,Q7961584,way/113757506,3980,,,0,epqs,osm_pitch,
camp-randall-stadium,Camp Randall Stadium,,Madison,WI,US,43.069943,-89.412687,264.1,America/Chicago,179.9,N-S,osm_pitch,open,turf,80321,1917,,Mid,Low,all,9.6,10.8,11.4,11.5,8.17,49.29,Q1029941,way/119881008,347,,,0,epqs,osm_pitch,
war-memorial-stadium,War Memorial Stadium,,Laramie,WY,US,41.311716,-105.568274,2200.3,America/Denver,4.7,N-S,osm_pitch,open,turf,29181,1950,,High,High,,9.3,11.3,13.7,15.2,8.64,42.16,Q3566222,way/130530282,3984,,,0,epqs,osm_pitch,
wildcat-stadium-tx,Wildcat Stadium (TX),,Abilene,TX,US,32.472275,-99.710464,520.9,America/Chicago,,,,open,turf,12000,2017,,Low,,,,,,,,67.58,,,5440,,,0,,,
louis-crews-stadium,Louis Crews Stadium,,Huntsville,AL,US,34.7835363,-86.5784132,214.9,America/Chicago,,,,open,turf,21000,1996,,Low,,,,,,,,61.65,,,3809,,,0,,,
hornet-stadium,Hornet Stadium,,Montgomery,AL,US,32.3642223,-86.2896902,79.4,America/Chicago,,,,open,turf,26500,2012,,Low,,,,,,,,66.33,,,4582,,,0,,,
bob-ford-field,Bob Ford Field,,Albany,NY,US,42.6808062,-73.8272841,64.4,America/New_York,,,,open,turf,8500,2013,,High,,,,,,,,50.74,,,4419,,,0,,,
jack-spinks-stadium,Jack Spinks Stadium,,Lorman,MS,US,31.873621,-91.13488,72.3,America/Chicago,,,,open,turf,22500,1992,,Low,,,,,,,,67.08,,,3771,,,0,,,
golden-lion-stadium,Golden Lion Stadium,,Pine Bluff,AR,US,34.253327,-92.0214031,67.7,America/Chicago,,,,open,turf,16000,2000,,Low,,,,,,,,64.57,,,3740,,,0,,,
governors-stadium,Governors Stadium,,Clarksville,TN,US,36.5362559,-87.3525507,142.9,America/Chicago,,,,open,turf,10100,1946,,Mid,,,,,,,,59.96,,,3742,,,0,,,
municipal-stadium,Municipal Stadium,,Daytona Beach,FL,US,29.173466,-81.117511,9.5,America/New_York,,,,open,turf,10000,1979,,High,,,,,,,,71.74,,,3850,,,0,,,
brown-stadium,Brown Stadium,,Providence,RI,US,41.842114,-71.3939416,33.9,America/New_York,,,,open,turf,20000,1925,,High,,,,,,,,52.9,,,3656,,,0,,,
bulldog-stadium-smithfield,Bulldog Stadium,,Smithfield,RI,US,41.924206,-71.5385124,124.5,America/New_York,,,,open,turf,4400,1999,,High,,,,,,,,51.85,,,3661,,,0,,,
christy-mathewson-memorial-stadium,Christy Mathewson-Memorial Stadium,,Lewisburg,PA,US,40.9519411,-76.884752,151.2,America/New_York,,,,open,turf,13100,1924,,High,,,,,,,,53.28,,,3676,,,0,,,
butler-bowl,Butler Bowl,,Indianapolis,IN,US,39.8444694,-86.1659242,221.2,America/Indiana/Indianapolis,,,,open,turf,5647,1928,,Mid,,,,,,,,54.51,,,3664,,,0,,,
alex-g-spanos-stadium,Alex G. Spanos Stadium,,San Luis Obispo,CA,US,35.2984123,-120.6650005,84.7,America/Los_Angeles,,,,open,grass,11075,2006,,High,,,,,,,,58.7,,,1027,,,0,,,
barker-lane-stadium,Barker-Lane Stadium,,Buies Creek,NC,US,35.4047689,-78.7424842,56.5,America/New_York,,,,open,turf,5500,2008,,High,,,,,,,,62.53,,,3629,,,0,,,
estes-stadium,Estes Stadium,,Conway,AR,US,35.0802599,-92.460045,94.3,America/Chicago,,,,open,turf,10000,1939,,Mid,,,,,,,,62.82,,,3711,,,0,,,
arute-field,Arute Field,,New Britain,CT,US,41.6950591,-72.7616197,41.3,America/New_York,,,,open,turf,5500,1969,,High,,,,,,,,52.66,,,3624,,,0,,,
buccaneer-field,Buccaneer Field,,North Charleston,SC,US,32.9810239,-80.0659664,12.7,America/New_York,,,,open,turf,4000,1970,,Low,,,,,,,,66.12,,,3658,,,0,,,
finley-stadium,Finley Stadium,,Chattanooga,TN,US,35.0363792,-85.3158835,200.2,America/New_York,,,,open,turf,20668,1997,,Mid,,,,,,,,61.38,,,3720,,,0,,,
johnson-hagood-stadium,Johnson Hagood Stadium,,Charleston,SC,US,32.7936975,-79.9558183,4.1,America/New_York,,,,open,grass,11427,1948,,Low,,,,,,,,66.26,,,3782,,,0,,,
andy-kerr-stadium,Andy Kerr Stadium,,Hamilton,NY,US,42.8168991,-75.5452721,337.1,America/New_York,,,,open,turf,10221,1966,,High,,,,,,,,47.85,,,3617,,,0,,,
lawrence-a-wien-stadium,Lawrence A. Wien Stadium,,Manhattan,NY,US,40.8732697,-73.9164594,11,America/New_York,,,,open,turf,17000,1984,,High,,,,,,,,54.7,,,3802,,,0,,,
schoellkopf-field,Schoellkopf Field,,Ithaca,NY,US,42.4439016,-76.4785398,257.3,America/New_York,,,,open,turf,21500,1915,,High,,,,,,,,50.04,,,3921,,,0,,,
memorial-field,Memorial Field,,Hanover,NH,US,43.701302,-72.2842781,152.3,America/New_York,,,,open,turf,11000,1923,,High,,,,,,,,47.57,,,3826,,,0,,,
richardson-stadium,Richardson Stadium,,Davidson,NC,US,35.4995744,-80.8428419,249.5,America/New_York,,,,open,turf,6000,1923,,High,,,,,,,,61.16,,,3897,,,0,,,
welcome-stadium,Welcome Stadium,,Dayton,OH,US,39.7369239,-84.1981068,222.4,America/New_York,,,,open,turf,11000,1949,,High,,,,,,,,54.68,,,3988,,,0,,,
delaware-stadium,Delaware Stadium,,Newark,DE,US,39.661726,-75.748824,29.8,America/New_York,174.5,N-S,osm_pitch,open,turf,22000,1952,,High,,,6.01,6.68,7.14,6.92,7.58,56.49,,way/48373255,3695,,,0,epqs,osm_pitch,
alumni-stadium-dover,Alumni Stadium,,Dover,DE,US,39.189375,-75.5433185,11,America/New_York,,,,open,turf,7193,1980,,High,,,,,,,,57.78,,,3613,,,0,,,
drake-stadium,Drake Stadium,,Des Moines,IA,US,41.605,-93.655,277.9,America/Chicago,,,,open,turf,14557,1925,,Mid,,,,,,,,51.98,,,3701,,,0,,,
arthur-j-rooney-athletic-field,Arthur J. Rooney Athletic Field,,Pittsburgh,PA,US,40.4355808,-79.9900263,269.4,America/New_York,,,,open,turf,2200,1993,,High,,,,,,,,53.5,,,3623,,,0,,,
william-b-greene-jr-stadium,William B. Greene Jr. Stadium,,Johnson City,TN,US,36.299084,-82.374117,512.5,America/New_York,,,,open,turf,7694,2017,,High,,,,,,,,57.61,,,5400,,,0,,,
obrien-stadium,O'Brien Stadium,,Charleston,IL,US,39.4804965,-88.1811618,213,America/Chicago,,,,open,turf,10000,1970,,Mid,,,,,,,,54.86,,,3858,,,0,,,
roy-kidd-stadium,Roy Kidd Stadium,,Richmond,KY,US,37.7344109,-84.2972854,298.2,America/New_York,,,,open,turf,20000,1969,,High,,,,,,,,56.77,,,3908,,,0,,,
roos-field,Roos Field,,Cheney,WA,US,47.49278,-117.587353,750.3,America/Los_Angeles,,,,open,turf,8500,1967,,High,,,,,,,,48.81,,,3906,,,0,,,
rhodes-stadium,Rhodes Stadium,,Elon,NC,US,36.1101269,-79.5079979,204.2,America/New_York,,,,open,grass,14000,2001,,High,,,,,,,,60,,,3894,,,0,,,
bragg-memorial-stadium,Bragg Memorial Stadium,,Tallahassee,FL,US,30.4261632,-84.2923095,31.2,America/New_York,,,,open,turf,25500,1957,,Low,,,,,,,,68.26,,,3650,,,0,,,
